n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
42	4607	1411812156	\x00360036003600360036003500340034003100320031002f00300030002f002f0030003000320033003200330033003300330033003100310030002f002f002f0030002e002f002f002f003000310031002f003200320033003200330033003300350032	\xff36ff39ff39ff39ff37ff37ff39ff39ff37ff35ff36ff37ff38ff37ff36ff35ff37ff38ff38ff39ff38ff38ff3aff3aff39ff3bff3aff39ff38ff39ff38ff38ff39ff37ff37ff36ff37ff37ff36ff37ff35ff35ff35ff37ff36ff35ff35ff36ff36ff38	\x00120011001200120012001300140015001500150015001400140014001200110011001200110012001300140014001400140014001700160015001400140013001500150013001400150015001700170017001600170017001600160014001300120011
43	4607	1411812157	\x003300330033003300330030002f0030002f002f002f002f002f003100330031003100310030002f003000310030002f0030002f003100320030002f002f003200310031003000300031003100310031002f003000310031003300330034003300350034	\xff38ff37ff37ff38ff38ff37ff38ff37ff38ff37ff38ff36ff36ff36ff35ff34ff34ff35ff35ff35ff36ff37ff37ff36ff36ff35ff36ff36ff36ff35ff35ff36ff36ff37ff38ff38ff39ff38ff38ff39ff38ff38ff35ff34ff34ff35ff35ff35ff35ff35	\x000f000f001000120012001400150017001600150016001400140013001200120012001500150015001400140014001400150015001500140015001600160015001600140014001500160015001600160015001400150014001400130011001100110012
44	4607	1411812158	\x00340034003200320031003300320030002e002e002e002e002f002e002f002f003200320032003300310030002f0030002f002f002f002e00300032003300340034003400350035003300330031003100320030002f003000310031003300320031	\xff35ff37ff37ff37ff37ff38ff37ff37ff37ff38ff3aff3aff3aff39ff3cff3aff39ff38ff36ff37ff36ff37ff36ff37ff38ff38ff39ff39ff38ff37ff37ff36ff37ff37ff38ff38ff39ff39ff39ff38ff37ff38ff36ff36ff36ff36ff35ff37ff36	\x001200140013001400160015001600140015001400150015001500170016001600150015001500140016001600150015001500140014001300100010001200130014001500150015001700170015001300120010000f000f000d000d000f00100010
45	4607	1411812159	\x0032003300330031002f002e002f002f002f002f002f0032003400350034003400340034003500340033003200320034003300320030002f0030002f002f002e002d002f002e002f002f0030003100310034003200320031003100300030003100310032	\xff35ff35ff34ff35ff35ff35ff35ff34ff36ff37ff37ff37ff38ff39ff38ff39ff39ff39ff3aff39ff39ff38ff38ff38ff39ff38ff39ff38ff39ff39ff39ff3aff3aff38ff39ff38ff36ff37ff37ff36ff36ff38ff3aff3bff3bff3cff3cff3cff3cff3b	\x0011001100110013001200110011001100110012001300140015001600160016001600160016001600140013001500160015001500130011001100120010000f000e000c000d000d000e000e000f000f0010001300120014001400150015001600160014
46	4607	1411812160	\x003300330033003300320031002f002f002f002f002f002e002f002f002f002f002f002f0030002f002f002e002d002d002d002e002d002e002e002f003000310032003200320032003500350034003400340034003200330030002f002f002e002e002d	\xff3aff3aff3bff3bff3aff3aff3bff3cff3cff3aff3bff3aff3aff39ff3aff38ff38ff39ff38ff3aff39ff39ff36ff37ff35ff36ff35ff33ff34ff34ff34ff34ff34ff34ff35ff38ff39ff39ff39ff39ff3bff3bff3bff3bff39ff39ff39ff3aff38ff38	\x00150014001400130013001300130014001400130014001400150016001600150015001500140014001400110011001100110011001200120012001200100012001200130013001200120012001400120012000f00110012001200110010001100110015
47	4607	1411812161	\x002c002c002d002d002d002e002d002d002f00300031003500360036003600360036003400320031003100310032003300340034003400330033003400340033003200330033003300330032003200330033003300320032003200320030002e002e	\xff37ff36ff37ff37ff38ff38ff39ff36ff37ff36ff35ff34ff33ff32ff31ff33ff34ff34ff35ff36ff37ff39ff37ff37ff36ff36ff37ff37ff35ff35ff35ff36ff38ff38ff36ff36ff37ff38ff3aff39ff38ff36ff37ff35ff36ff35ff35ff36ff36	\x00130013001400160015001600170014001400140015001400150013001400150016001500140013001300120010000f000d000d000d000d000d000f000f001100110011001100120013001300140012001100130013001300120011000f00100011
48	4607	1411812162	\x002c002c002d002c002b002d002d002e002f002f002f002f0030002f002f002f0031003100310031003200320033003300300031003400330032003200330033003400350034003400340034003300330034003100330034003300340034003200330035	\xff37ff37ff39ff39ff39ff38ff37ff36ff38ff39ff39ff3aff3cff3dff3cff3cff3cff3cff3dff3cff3aff3aff3bff3bff3bff3aff38ff38ff39ff3aff3aff39ff39ff39ff38ff36ff36ff36ff36ff36ff37ff37ff39ff3bff3aff3bff38ff39ff38ff38	\x00110012001300130012001300130014001400130013001300130012001300100010000f000f0010001100130013001500140014001300130014001300130012001300130014001500130014001400130013001300120012001300120012001500150015
49	4607	1411812163	\x0032003100320031003100320031002f00300030002f003100300032003300340034003300330031003200310031003000310031003200320033003300330033003300320032003300320034003200330033003500350035003500340036003500340033	\xff37ff36ff36ff37ff38ff38ff37ff36ff37ff37ff38ff37ff37ff35ff35ff35ff36ff36ff36ff37ff36ff38ff39ff38ff38ff37ff37ff37ff38ff38ff38ff39ff37ff38ff37ff39ff38ff37ff39ff36ff38ff3aff39ff37ff38ff39ff3aff3bff39ff35	\x00150015001500150014001300140014001500160015001400140014001300140013001200130014001300110011000f00110010001000100011001300140015001500160015001500150015001500140013001200120013001200120012001200120014
50	4607	1411812164	\x00320033003100310031003000320031003200300032003100310032003100320031003200310030003000300030002f002f002f003100320031003000310032003300310032003200350037003700350033003300310030002f002d002e00300032	\xff36ff36ff37ff37ff35ff35ff35ff38ff39ff39ff38ff39ff3bff3cff3bff3bff3aff39ff3aff38ff38ff37ff38ff37ff36ff36ff37ff39ff37ff37ff37ff38ff37ff37ff36ff35ff36ff35ff35ff34ff35ff37ff37ff38ff38ff39ff3aff3bff3b	\x00130013001400130013001300130011001300140013001400130012001200110010001000100010001000110012001300130013001300120014001500140014001300150015001400140012001100110012000f000e0010000f0010001100100010
51	4607	1411812165	\x0033003300350035003500340033003200310032002f002f002d002d002d002e002e002e002f0030003100310030002f002f002e002f002d002e002f002f002f003100320033003400330032003300360034003400330034003400330033003000320032	\xff3aff3aff39ff38ff37ff38ff36ff36ff36ff37ff38ff39ff39ff37ff39ff39ff3aff39ff37ff36ff36ff38ff38ff38ff38ff38ff39ff38ff37ff38ff37ff37ff37ff38ff37ff38ff38ff36ff36ff37ff36ff35ff36ff38ff37ff37ff35ff35ff36ff36	\x00100012001100110012001300160014001500170017001700170017001400130013001200120013001100120014001600160015001300120014001400130013001200120012001300120011001200120014001500140014001300140013001300130014
52	4607	1411812166	\x00320030003200320032003200320032003400340034003500350036003400350034003300310031003100300030002f002e002f00310032003300330034003300360037003500330031003100310032003100300031003200320031003300310031	\xff35ff35ff36ff38ff3aff39ff38ff38ff39ff39ff38ff37ff36ff36ff35ff35ff35ff35ff35ff35ff35ff35ff36ff37ff36ff38ff37ff37ff39ff39ff39ff39ff39ff36ff38ff37ff37ff39ff39ff3bff3bff3fff3dff3dff3bff3aff38ff38ff37	\x00150014001500140014001400130012001300120010000f000f000d000f000f000d000f0011001000100012001200120014001300120014001500140012001200120012001100110010000f00100010001000100011001100110012000f000f000f
53	4607	1411812167	\x0031003000300030002f002e002f002e002e002f002e002f00310032003300330032003200330034003400340034003200310032003200300030002f0030003200310030002f002f002f002f002f002e002f002f0030002f002f0030002f002f002e002e	\xff35ff36ff38ff37ff38ff38ff38ff39ff3aff3aff38ff38ff38ff37ff36ff36ff35ff35ff36ff38ff37ff37ff38ff38ff38ff37ff37ff37ff37ff36ff37ff37ff37ff37ff38ff37ff38ff38ff36ff35ff37ff37ff37ff38ff39ff3bff3aff3bff3bff3c	\x0010001100110012001100140014001300120013001300120012001100110012001100100010001100120012001300130014001300130012001100110010000e000e000f000f001100110011001100120012001100110010001200120012001100120012
54	4607	1411812168	\x002f002d002e002d002d002f003000310031003300330033003400340034003300330034003200310030003000300030002f002f0030002f00300031003100310030003100310033003100300031003100330034003500340037003800380035	\xff39ff38ff38ff37ff38ff3aff38ff37ff39ff39ff39ff3aff3aff3aff3aff39ff3aff3aff38ff38ff3aff39ff39ff39ff38ff38ff38ff37ff36ff35ff36ff37ff37ff38ff39ff39ff38ff39ff39ff39ff39ff39ff36ff37ff36ff35ff36ff35	\x00140014001300140013001500120012000f0010000f000e000f000f00110012001200100010001000100010000f0011001300130014001400150015001400120011001100110011001200110012001300130013001300140014001300130012
55	4607	1411812169	\x003400340033003400310030002f00310032003200320031003100310032003100320032003300350037003700370039003800390038003500340034003300320031003000310032003100320033003100320030002f002e002e002e002d002e002c002f0030	\xff35ff34ff36ff36ff36ff38ff37ff37ff36ff36ff36ff35ff36ff34ff34ff35ff35ff35ff35ff35ff37ff38ff38ff38ff38ff38ff38ff37ff35ff36ff36ff36ff36ff36ff37ff37ff37ff38ff38ff37ff37ff38ff35ff36ff35ff35ff34ff35ff36ff36ff38	\x0012001400150014001500170018001700190019001800170013001200100011000e000e000d000e001000100010001000110011001200130011001200130015001500160014001600150013001200130012000f000f000d000e000f000f000d000e00100010
56	4607	1411812170	\x00300030002f00300031003300300030003200310031003300330031003300320032003200310031003100330034003400330034003400340034003400320031003200330034003400350033003400340036003500340033003100320032003200300031	\xff39ff3aff3aff3aff38ff38ff37ff36ff35ff35ff35ff36ff37ff36ff36ff35ff35ff36ff36ff35ff36ff36ff38ff3aff3cff3bff3aff3bff3cff3bff3aff38ff37ff36ff35ff35ff35ff35ff36ff38ff38ff38ff38ff37ff36ff35ff34ff34ff35ff35	\x00110012001400140017001500170017001700160014001400120013001000120012001400150015001500160017001500140015001600150015001300130014001400120011001200130013001200130013001200120014001200140014001400150015
57	4607	1411812171	\x002f003100320031003000310031003100330032003100300030002f002e002d002a002b002b002d002e002e002f003000310031003200320032003300340035003600350035003500330033003200320032003200330031003300300030002f002f002e	\xff35ff37ff39ff3aff3cff3cff3dff3bff3bff3cff3aff38ff37ff36ff36ff37ff39ff38ff38ff38ff39ff3aff38ff37ff34ff34ff34ff35ff34ff35ff35ff37ff38ff39ff3aff39ff3aff39ff39ff3bff3cff3cff3bff3cff3cff3eff3eff3cff3bff39	\x00130012001300120014001400150017001900190019001900180017001600150014001500130012001100100012000f0012001000130013001600160014001600140013001200110010001100110010000f001200120012001200120011001100130013
58	4607	1411812172	\x002c002d002c002d002d002d002d002d002e002f0030002f00300030002f002f002f002e002f002f002f002f00300031003300330034003500350036003500350033003300310030002f002f002f002f003000310032003300350036003600340034	\xff3aff3aff38ff36ff36ff35ff36ff37ff38ff38ff39ff3aff3aff3bff3cff3cff3aff3bff3cff3bff3cff3cff3aff3aff3aff39ff38ff3aff39ff38ff38ff3bff3cff3cff3cff3bff3bff3cff3eff3cff3aff39ff39ff38ff37ff36ff35ff36ff36	\x0014001300140014001600160014001300130013001300130013001300120012001300120011001200110011001300130011001400140013001100120012001100110010000f000e000f000f000f000f001000110012001400130013001400150015
59	4607	1411812173	\x0034003400340031002f0032003200300030002f002e00300031002f003000320032003200330032003100310030002f00300031003000310032003400350035003500340035003600360034003200320030002f002f002d002c002c002e002f00300031	\xff35ff38ff38ff3bff3bff3cff3bff3dff3dff3bff3bff39ff38ff38ff38ff37ff39ff38ff39ff3aff3bff3aff3aff3aff38ff38ff37ff36ff35ff34ff35ff35ff35ff35ff35ff35ff36ff37ff36ff36ff37ff39ff3aff39ff3aff3bff3bff3aff38ff39	\x00150014001200120011001100110011001200110012001400130013001300130010001100100011001300130013001200140013001400140014001400120014001400150015001400130011001300120012001100100010001000130011001300120013
60	4607	1411812174	\x002f0030003200300032003000300030003200310030003100300031003200320032003100320032003000300030003000300031003200310031003100310033003300320032003200340034003400320032003200320032003100310030003000310031	\xff37ff37ff36ff36ff36ff37ff37ff38ff38ff39ff3bff3aff3aff39ff3aff39ff3bff39ff37ff37ff37ff38ff37ff37ff37ff37ff38ff37ff37ff37ff37ff35ff36ff37ff38ff3aff3cff3aff3aff3aff3aff38ff37ff35ff34ff34ff34ff34ff34ff35	\x00140014001400140015001400150015001500130014001400150016001600150014001500120011000f000e000d000c000b000c000c000d000e000d000d0010001000100011001100120012001300110012001300150014001300140014001400150014
61	4607	1411812175	\x0033003300350035003500350034003400330032002f002f0030003000320032003300330035003500340034003400340034003500350034003400330033003200320031003200330032003400330032003100320031003000310030003100310033	\xff35ff37ff39ff3bff3cff3eff3eff3eff3eff3dff3eff3cff3dff3cff3bff3bff3aff3bff3aff3cff3cff3cff3dff3eff40ff40ff42ff41ff3fff3eff3fff3cff3aff39ff36ff34ff34ff33ff31ff32ff33ff35ff37ff38ff3aff3cff3eff40ff3f	\x001200130014001300150016001700170017001700170017001500150015001400130012001100130013001400140015001700180019001900190019001a001b001a001a001b001b001c001b001b001a001d001b001a001a0019001a001800180017
62	4607	1411812176	\x00350035003600360035003500370036003500350033003200320033003100310032003100330035003600350036003500350035003600350035003500350037003600350036003700380038003700380039003900390039003800370038003500350035	\xff3fff40ff40ff3fff3eff3dff3dff3dff3dff3dff3eff40ff3fff40ff41ff40ff41ff41ff41ff40ff41ff41ff40ff41ff3fff3eff3cff3cff3cff3cff3bff3aff3bff3dff3eff3eff3dff3bff3cff3bff3aff38ff37ff37ff39ff3aff3cff3cff3aff3a	\x00180017001800170016001600170017001600160015001700150014001500150017001700190018001b001c001b001c001b001b001b001d001c001c001d001d001d001f001f001e001e0020001f00200020002000200020002200210022002200230022
63	4607	1411812177	\x00350035003500360036003400350036003700360036003500350039003700370035003700370038003600340034003300320031003200320034003500370038003a003a0039003a0039003900390038003600360036003500360036003500360039	\xff3aff3aff39ff38ff37ff38ff3aff3bff3bff3cff3bff3bff3bff3aff39ff3aff3aff39ff3aff3aff3aff3aff3bff39ff3bff3bff3bff3bff3bff3dff3cff3dff3dff3dff3dff3bff3bff3cff3dff3cff3bff3bff3cff3eff3dff3bff3aff39ff3b	\x00210020001e001f001d001d001c001d001d001e001e001e001e001f001e001f00200021002200230023002200220022002100200020001f00210021002100200020001f001e001e001d001d001d001c001e001f001f00200020001f002100230021
64	4607	1411812178	\x003800370036003600370036003300310031003100310031003000320035003600380038003900390038003b003a003a00380039003800370037003500360034003300330034003200320031002f002f003000300030003100300031003200330034	\xff3cff3cff3dff3dff3eff3eff3fff3eff3dff3cff3aff3bff3cff3cff3dff3dff3dff3eff3eff3fff41ff42ff41ff41ff40ff3eff3fff3fff3dff3bff38ff38ff37ff39ff39ff38ff36ff39ff39ff39ff39ff39ff3bff3cff3dff3cff3eff3eff3e	\x00220022002100200021001f001f001f001f002000220023002100210020001f0020001e001e001d001c001e001d001d001b001c001c001e001d001c001d001e001f001f001d001c001e001f001f001f001e001e001e00200020001f001f001e001f
65	4607	1411812179	\x00340034003500370038003a003a003b003b003b003a003a00380036003500320032003100300030003000310031003300330034003600360036003400350035003400350036003300330033003200300031002f002d002d002d002d002d002e002d002c002d	\xff3dff3aff3bff3aff3bff3bff3dff3eff3dff3eff3dff3fff3fff3dff3dff3cff3eff3fff3fff3fff3dff3eff3eff3eff3eff3dff3dff3eff40ff40ff40ff40ff41ff41ff41ff41ff41ff44ff44ff44ff44ff45ff45ff44ff43ff41ff42ff40ff3fff40ff40	\x001f001f001e001c001d001d001d001e001e001d001c001d001c001c001c001b001b001a001c001c001d001b001c001b001900190018001700160017001700180018001600170016001600160017001500150017001600150015001500130015001500140013
66	4607	1411812180	\x002d002f002f002f002f002f002f00300030002f002e002f002f002e002f002f002f00310033003100310031003300330035003400340034003600350034003400320030003000320034003400350035003600360036003400320031003300340034	\xff40ff3eff3bff3aff3bff3cff3dff3cff3dff3dff3eff3fff3eff3eff3cff3dff3dff3dff3eff3eff3eff3eff3eff3eff3cff3dff3cff3cff3dff3bff3bff3aff39ff39ff38ff38ff39ff3bff3bff3cff3eff3eff3fff3fff3eff3fff3fff3fff3f	\x0013001200120014001200120013001300140015001500130015001700180017001700160014001400110011000f00100010001300140015001700170017001800170014001200130013001300120011001200140016001600160016001600160015
67	4607	1411812181	\x003700360037003700390037003400330030003100320031003100310033003400360035003600350036003600350035003600380036003700350034003400350034003300340032003200340035003200320030002f0030003100310031003300340036	\xff40ff40ff41ff40ff3fff41ff41ff41ff41ff41ff41ff41ff41ff3fff3fff3dff3bff38ff38ff3aff3aff3aff3bff3bff3dff3eff3dff3eff3dff3eff3dff3eff3dff3dff3dff3bff3cff3bff3cff3bff3dff3dff3dff3bff3cff3bff3bff3eff3eff3d	\x001300130012001200130013001300150016001600160016001500140014001200100011000f0011001000110012001200140011001300100010000f00100010001000110011001300110013001200110012001300130011001300120013001400140010
68	4607	1411812182	\x00380037003600360036003500360035003600360036003600360036003500350034003400370036003600370035003400330032002f002f002e002e002f002f003000320034003300320033003300340035003500350037003800360036003400340033	\xff3dff3dff3dff3eff3eff3cff3bff3cff3eff3fff3fff3cff3cff3eff3dff3dff3dff3bff3bff3cff3bff3dff3dff3dff3bff3cff3cff3bff3cff39ff3aff39ff3aff3aff3aff3bff3bff3aff39ff3cff3cff3bff3aff38ff39ff39ff38ff37ff37ff38	\x000f000f000f000e000e000e000b000f00100010000f0010001000100011001000100010000e000f0010000f00110010001200130014001200110012001000110010000e000d000d000d000e000d000b000b000d000e000f000e000e000e00100010000d
69	4607	1411812183	\x0032003100330034003400340031003000300031002f002f002f002f00330036003500350036003500370036003500350035003500350036003700360036003400340034003400340033003300330033003400340036003500370036003500330033	\xff39ff39ff3aff3aff3aff3aff3aff3bff3bff3dff3dff3dff3dff3cff3cff3aff3aff3aff38ff38ff38ff38ff39ff3aff39ff3aff39ff39ff39ff39ff38ff39ff39ff37ff39ff3bff3dff3dff3cff3bff3bff3cff3bff3aff39ff3bff3bff3dff3d	\x000e001000110011001200120013001400140012001200130013001400120014001300150015001500150015001600150015001400140014001400120010001100130013001200120014001600160015001300130013001300120011001100120013
70	4607	1411812184	\x003200300031002f0031003100330032003300350034003400320032003200320033003300340033003500350035003600350034003400340035003500350034003400350034003500330032003100310033003200350034003400350035003500340033	\xff3dff3bff3dff3dff3cff3cff3dff3bff3bff3bff39ff38ff36ff36ff34ff34ff34ff34ff35ff36ff38ff39ff3bff3aff3aff3bff3bff3aff3aff3aff3bff3bff3bff3cff3cff3dff3dff3cff3aff3bff3cff3cff3cff3dff3dff3dff3fff3fff3eff3e	\x00110010000f000f000f000f000f000e000f001000110010000f00100010000f00100010001000120014001200110012001000100010001000100011001100120013001200110010000f0010001000110010001100110010000f000e000c000c000c000c
71	4607	1411812185	\x0032003100330033003400330033003300330034003300330034003400350034003400340036003500360035003500340034003500340035003300350034003400350034003400340036003700390039003a003a0039003a003900380038003600340035	\xff3fff3fff3dff3dff3cff3cff3bff38ff39ff38ff38ff39ff38ff37ff39ff3cff3bff3cff3cff3eff3fff3fff3eff3cff3bff3bff39ff38ff38ff38ff37ff36ff37ff37ff39ff38ff36ff37ff3aff3bff3cff3bff3bff3aff3cff3aff39ff38ff37ff38	\x000c000e000f00100012001200130011000f000f000f000f000d000d000e0010001100120010001000110011001200100011000f000f000e000e000f000f001000100011001200120012001000100010000f0010001200110010000f000f00100010000f
72	4607	1411812186	\x0035003500350035003300350036003600380038003800370038003800380039003900380039003900380038003800370037003700360036003700380037003700380038003700370037003500350035003500340035003400340034003500360037	\xff39ff3bff39ff39ff3aff39ff3aff39ff38ff38ff39ff38ff36ff37ff35ff36ff37ff39ff39ff39ff3cff3dff3dff3dff3dff3aff3aff3cff3aff3bff3bff3bff3cff3cff3dff3eff3dff3cff3eff3dff3cff3eff3dff3cff3dff3dff3bff3bff3a	\x000f000f000f000e000d000b000a000b000b00090009000b000d000f0010000f000f00120010000f000d000b000c000b00090009000a000b000d000e000e000e000f000e000f000e000b000b000b000a000a000b000a0008000a0009000a000b000b
73	4607	1411812187	\x003800380039003a003a003a00380037003700370036003600370036003700370036003600360036003600350035003600360036003700380036003700370035003600360037003700390039003900390038003800380036003500350036003600380036	\xff37ff36ff37ff38ff36ff37ff38ff37ff39ff3aff3aff38ff39ff39ff38ff3bff3bff3aff3aff3bff3dff3dff3dff3dff3eff3fff3fff3eff3dff3cff3cff3aff39ff3bff3aff38ff38ff3bff3bff3bff3aff39ff3bff3cff3bff39ff3aff3bff3cff3b	\x000b000a000b000b000a000a0009000a0009000a0009000b000b000b000c000b000c000c000b000a000a000b000a00090009000b000c000f000e000d000e000e000e000d000c000b000b000b000b000b000c000c000d000b000d000d000e000f000f000f
