n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
232	4604	1411812371	\xffd9ffd7ffd6ffd6ffd8ffd7ffd7ffd7ffd7ffd7ffd8ffd7ffd7ffd7ffd7ffd7ffd7ffd9ffdbffdcffdbffdcffdcffddffdeffddffdaffd9ffd8ffd7ffd6ffd6ffd6ffd7ffd8ffd8ffdaffdaffdcffdbffdbffdaffdbffdaffdbffdcffdbffdbffdbffdc	\xfec4fec5fec6fec8fec9fec9fec9fec8fec7fec6fec7fec9fec9fec9fec8fec8fec7fec7fec6fec4fec2fec2febffebffebffec0fec1febffec1febffec2fec3fec3fec3fec3fec6fec7fec8fec6fec7fec9fec7fec7fec7fec5fec4fec7fec5fec3fec4	\xfe72fe74fe75fe77fe77fe79fe77fe75fe77fe77fe76fe75fe74fe73fe73fe73fe73fe71fe70fe70fe71fe70fe71fe70fe6ffe6ffe70fe72fe71fe71fe72fe73fe75fe76fe76fe77fe78fe79fe78fe78fe78fe77fe76fe76fe75fe76fe77fe75fe75fe74
233	4604	1411812372	\xffdaffdaffd9ffd9ffd9ffd8ffd6ffd4ffd4ffd4ffd4ffd4ffd4ffd3ffd6ffd7ffd8ffd9ffd9ffd9ffd7ffd9ffd9ffd8ffd8ffd8ffd7ffd8ffd8ffd7ffd6ffd5ffd4ffd5ffd5ffd5ffd6ffd5ffd8ffd8ffdaffdbffdbffdbffdcffdaffd8ffd8ffd7ffd6	\xfec2fec3fec2fec3fec1fec1fec1fec2fec2fec2fec1fec1fec3fec3fec4fec3fec5fec6fec9fecafeccfecbfeccfecefecefecffecdfeccfecbfeccfecbfecbfecbfec9fec9fec8fec7fec5fec4fec2febffec0fec0fec1fec2fec2fec2fec2fec2fec2	\xfe74fe71fe71fe70fe6dfe6ffe6dfe6efe6efe70fe70fe71fe72fe71fe72fe71fe70fe71fe72fe73fe74fe73fe74fe75fe76fe76fe76fe74fe75fe75fe75fe76fe77fe76fe77fe79fe76fe75fe75fe74fe74fe74fe74fe73fe74fe73fe72fe72fe6ffe6c
234	4604	1411812373	\xffd6ffd6ffd7ffdaffdcffddffdeffdfffdfffe0ffdfffdeffddffdfffdfffdeffddffdcffdcffddffdbffd9ffd7ffd7ffd8ffd8ffd9ffd8ffd9ffdaffdbffdbffdbffdcffdbffddffdcffddffddffdcffddffddffdbffdbffdcffdcffdcffdcffddffdd	\xfec1fec1fec0fec2fec3fec4fec5fec6fec6fec6fec6fec7fec8fec8fec9fecbfecbfecbfecbfec9fec9fec8fec6fec3fec4fec4fec4fec4fec4fec4fec4fec4fec3fec3fec2fec3fec2fec3fec3fec5fec4fec5fec8fec8fecafec9fecafecafecafecb	\xfe6bfe6afe6bfe6dfe6dfe6efe70fe74fe74fe75fe74fe75fe75fe75fe75fe74fe75fe74fe75fe72fe71fe70fe6ffe6efe6dfe6cfe6bfe6cfe6cfe6dfe6ffe70fe71fe71fe72fe72fe72fe72fe6ffe6ffe6efe70fe6ffe6ffe6ffe6efe71fe71fe73fe72
235	4604	1411812374	\xffdeffdeffddffdcffddffddffdaffdaffdaffdaffdaffd8ffd7ffd6ffd7ffd6ffd7ffd7ffd7ffd8ffd9ffdbffdaffdaffdcffdcffdcffddffdeffdeffdeffdfffdcffddffddffddffdcffdcffddffddffddffdeffddffdbffdaffd9ffd7ffd7ffd8	\xfec9fecbfecbfeccfeccfecbfecbfecafecafec7fec7fec4fec5fec5fec5fec5fec5fec6fec6fec5fec4fec5fec5fec5fec5fec6fec7fec9fecbfecbfecbfeccfeccfecafec8fec8fec6fec6fec7fec5fec4fec3fec3fec3fec4fec5fec3fec3fec3	\xfe74fe74fe77fe76fe76fe76fe75fe75fe76fe76fe74fe74fe74fe74fe74fe73fe70fe70fe70fe71fe72fe71fe72fe71fe73fe75fe75fe76fe76fe77fe77fe78fe76fe75fe74fe74fe72fe71fe71fe70fe71fe70fe70fe6ffe6efe6cfe6bfe6bfe6b
236	4604	1411812375	\xffd6ffd8ffd9ffdcffdbffdcffdbffdbffdaffd9ffd8ffd7ffd7ffd7ffd7ffd8ffd9ffd8ffd9ffd9ffdaffd8ffd8ffd6ffd6ffd4ffd5ffd4ffd1ffd3ffd4ffd3ffd2ffd4ffd2ffd4ffd5ffd3ffd2ffd3ffd3ffd2ffd4ffd3ffd3ffd4ffd5ffd5ffd5ffd7	\xfec4fec4fec3fec2fec0febffec0fec1fec1fec2fec3fec3fec5fec6fec6fec6fec7fec9fecbfecbfecbfecbfecbfecbfecbfec9fec9fec9fec9fec8fec6fec5fec4fec3fec2fec1fec1fec2fec3fec3fec2fec2fec2fec2fec2fec3fec3fec5fec7fec9	\xfe6dfe6dfe6dfe6efe70fe71fe71fe72fe71fe72fe71fe71fe72fe72fe72fe73fe74fe74fe77fe77fe76fe75fe74fe73fe72fe72fe71fe71fe70fe6ffe70fe70fe71fe71fe70fe70fe71fe72fe72fe73fe70fe70fe70fe70fe70fe6efe6efe6efe71fe72
237	4604	1411812376	\xffd5ffd5ffd5ffd3ffd3ffd3ffd3ffd3ffd2ffd2ffd3ffd5ffd3ffd4ffd2ffd2ffd5ffd5ffd4ffd3ffd5ffd3ffd5ffd6ffd4ffd4ffd5ffd6ffd5ffd8ffd7ffd8ffd8ffdaffd9ffd7ffd6ffd4ffd4ffd2ffd1ffd1ffd0ffd0ffd2ffd3ffd3ffd3ffd3	\xfecbfecafec9fec9fecafec9fec9fec9fec6fec5fec6fec7fec5fec5fec4fec4fec3fec4fec2fec1fec0fec1fec1fec0fec1fec1fec2fec1fec2fec2fec2fec3fec2fec4fec4fec5fec5fec7fec7fec7fec8fec9fec9fecafecafec9fecafec9fec8	\xfe72fe71fe72fe73fe75fe74fe73fe73fe72fe73fe72fe73fe73fe73fe71fe6ffe6ffe6dfe6efe6efe6bfe6dfe6efe6ffe6ffe6ffe70fe6ffe6ffe6efe6efe6efe70fe71fe72fe74fe75fe75fe76fe75fe76fe77fe76fe75fe76fe75fe75fe75fe73
238	4604	1411812377	\xffd3ffd5ffd6ffd5ffd4ffd4ffd3ffd2ffd1ffd1ffd1ffd0ffd1ffd2ffd2ffd3ffd4ffd4ffd4ffd5ffd4ffd4ffd4ffd6ffd5ffd4ffd4ffd2ffd3ffd3ffd5ffd4ffd5ffd5ffd6ffd8ffd8ffd9ffd8ffd7ffd7ffd6ffd5ffd4ffd4ffd2ffd1ffd2ffd3ffd5	\xfec6fec5fec2fec1fec0fec1fec2fec3fec4fec4fec5fec4fec5fec4fec3fec2fec2fec2fec3fec4fec3fec3fec4fec4fec6fec7fec6fec7fec8fec7fec7fec7fec7fec8fecafec8fec8fec8fec6fec6fec5fec2fec0febdfebcfebcfebefebefebefebe	\xfe72fe70fe6dfe6cfe6cfe6cfe6cfe6dfe6cfe6efe6ffe70fe70fe70fe70fe6ffe70fe70fe70fe71fe71fe71fe72fe73fe73fe74fe74fe72fe72fe73fe72fe74fe75fe75fe75fe75fe77fe75fe75fe74fe72fe70fe71fe71fe70fe72fe71fe70fe70fe70
239	4604	1411812378	\xffd6ffd7ffd5ffd6ffd8ffd8ffd7ffd6ffd4ffd3ffd5ffd4ffd5ffd5ffd6ffd6ffd9ffd9ffd8ffdaffd9ffd9ffd8ffd8ffd7ffd6ffd7ffd7ffd6ffd5ffd4ffd5ffd5ffd6ffd5ffd3ffd4ffd4ffd4ffd3ffd3ffd2ffd1ffd1ffd3ffd3ffd2ffd3ffd2ffd4	\xfec1fec2fec4fec6fec5fec5fec7fec9fec8fec9fec9fec9fec9fec9fec8fec7fec7fec8fec9fec8fec9fec9fec8fec8fec8fec8fec6fec5fec4fec5fec5fec4fec3fec2fec2fec2fec1fec0fec2fec3fec2fec4fec2fec3fec4fec5fec6fec6fec9fec7	\xfe6ffe6ffe6efe6efe6dfe6ffe72fe73fe74fe74fe74fe73fe73fe72fe6efe6dfe6efe6efe70fe71fe70fe71fe71fe73fe72fe72fe71fe70fe72fe73fe74fe72fe70fe6ffe6ffe6efe6ffe6dfe6bfe6cfe6ffe71fe72fe73fe74fe77fe7afe7cfe7dfe7d
240	4604	1411812379	\xffd5ffd5ffd2ffd3ffd5ffd6ffd5ffd5ffd7ffd6ffd9ffd9ffd7ffd7ffd8ffd7ffd6ffd6ffd5ffd6ffd6ffd5ffd4ffd4ffd3ffd4ffd3ffd3ffd2ffd3ffd2ffd3ffd2ffd3ffd3ffd3ffd4ffd5ffd8ffd7ffd8ffd6ffd6ffd5ffd5ffd2ffd3ffd3ffd4	\xfec8fec8fec7fec7fec8fec8fec7fec9fec9fec8fec8fec6fec4fec3fec2febffec1fec1fec0fec3fec3fec3fec5fec7fec5fec5fec5fec5fec5fec4fec4fec4fec6fec8fec9fec7fec8fec9fec9fec9fec9fec8fec6fec8fec6fec6fec4fec4fec5	\xfe7efe81fe81fe7efe7cfe7cfe7bfe79fe77fe75fe74fe74fe73fe72fe73fe74fe75fe77fe77fe76fe76fe78fe75fe76fe75fe75fe75fe76fe77fe78fe79fe79fe79fe7bfe7bfe7bfe7bfe7bfe7cfe7afe7afe7afe7afe79fe7afe77fe77fe76fe76
241	4604	1411812380	\xffd6ffd6ffd7ffd5ffd7ffd6ffd4ffd4ffd1ffd0ffd0ffceffccffccffcdffcbffccffcaffcbffcdffceffceffceffceffcfffd0ffd0ffcfffcfffcfffd0ffceffcdffceffceffcdffccffccffccffcdffceffcfffd0ffd0ffd1ffd2ffd2ffd4ffd4ffd3	\xfec5fec4fec4fec5fec4fec5fec5fec5fec8fec9fec8fec9fec8fec9fecafecafecafecbfeccfecafeccfecafec8fec9fec8fec7fec8fec9fec9fecafec8fec6fec6fec6fec5fec6fec5fec6fec8fec7fec9fec6fec6fec4fec4fec3fec2fec2fec1fec3	\xfe75fe75fe74fe73fe73fe73fe75fe75fe75fe77fe76fe77fe78fe79fe78fe78fe78fe7afe79fe78fe7afe7bfe7bfe79fe7bfe7afe7bfe7dfe7dfe7cfe7efe7efe7dfe7dfe7dfe7cfe7cfe7bfe78fe78fe77fe77fe78fe77fe77fe77fe77fe7afe7afe78
242	4604	1411812381	\xffd2ffd1ffd1ffd2ffceffcdffceffcdffceffcfffceffcdffcfffcfffd0ffd0ffd0ffd2ffd1ffd1ffd1ffd1ffd0ffd1ffd0ffcfffcfffd0ffd2ffd1ffd1ffd0ffd0ffcfffceffceffceffd0ffcfffcfffcfffd1ffd1ffd1ffd2ffd1ffd1ffd2ffd2ffd1	\xfec3fec7fec8fec8fecafeccfecafeccfeccfecafecbfecafecdfeccfecdfeccfeccfec9fec9fec8fec6fec6fec4fec4fec3fec6fec6fec6fec6fec5fec4fec4fec5fec2fec2fec2fec4fec4fec8fecafecafecefecefecffecefecffecdfecafecdfecb	\xfe79fe78fe78fe79fe7afe77fe78fe79fe78fe79fe7afe7bfe79fe7bfe7bfe7afe7bfe7afe79fe79fe7bfe7bfe7bfe7cfe7afe79fe7afe79fe75fe77fe75fe75fe76fe76fe76fe78fe7afe79fe7bfe7bfe7efe7ffe7ffe7cfe7efe7efe7efe7dfe7cfe7d
243	4604	1411812382	\xffd2ffd1ffd0ffd0ffceffccffcdffcdffcdffceffceffcfffd1ffd2ffd1ffd1ffd0ffd0ffcfffd1ffcfffceffd0ffd1ffd0ffceffceffcdffcdffceffceffcdffcfffd1ffd1ffd1ffd2ffd2ffd3ffd2ffd2ffd2ffd3ffd3ffd3ffd3ffd2ffd3ffd2	\xfecafecafec8fec8fec8fec7fec4fec3fec3fec3fec2fec1fec3fec2fec3fec4fec3fec3fec4fec5fec8fec9fec9fecbfeccfecdfecefecffecefecefecdfecefecefecdfecdfecbfec8fec9fec9fec5fec4fec4fec6fec6fec7fec6fec6fec7fec9	\xfe7bfe7bfe79fe77fe77fe75fe75fe73fe74fe75fe75fe75fe76fe78fe79fe7afe7afe7afe7bfe7afe7afe7afe78fe7afe7bfe7bfe7cfe7efe7dfe7dfe7efe7efe7efe7dfe7efe7efe7dfe7dfe7cfe7bfe79fe7afe78fe77fe78fe77fe78fe78fe79
244	4604	1411812383	\xffd4ffd4ffd4ffd5ffd5ffd6ffd7ffd7ffd7ffd6ffd9ffd9ffdaffdbffd8ffd9ffd9ffd8ffd6ffd4ffd3ffd4ffd5ffd2ffd1ffd1ffd0ffcfffcfffceffcfffd1ffd1ffd2ffd3ffd5ffd6ffd6ffd6ffd5ffd4ffd3ffd2ffd3ffd3ffd4ffd3ffd2ffd2ffd3	\xfec9fec6fec4fec3fec3fec4fec3fec2fec1fec2fec5fec7fec9fec9fecafecbfecbfeccfecafecafec9fecafecbfecafecafec9fec9fec9fec9fec7fec6fec6fec6fec6fec5fec5fec5fec7fec5fec5fec5fec4fec5fec5fec5fec5fec8fec8fec9feca	\xfe78fe75fe75fe75fe75fe73fe73fe75fe75fe77fe78fe7afe79fe7bfe7cfe7cfe7bfe79fe79fe79fe7bfe7cfe7cfe7afe7afe7bfe7bfe7afe7afe79fe78fe7bfe7cfe7cfe7bfe7bfe7bfe7afe79fe78fe78fe78fe79fe78fe78fe78fe7afe7bfe79fe79
245	4604	1411812384	\xffd3ffd4ffd2ffd1ffd1ffd1ffd2ffd2ffd1ffd0ffd0ffd1ffd1ffd1ffd0ffd0ffd1ffd1ffd1ffd1ffd1ffd1ffd0ffd1ffd1ffd1ffd2ffd4ffd6ffd8ffd8ffd8ffd8ffd8ffd8ffd6ffd5ffd4ffd5ffd3ffd2ffd2ffd1ffd2ffd2ffd1ffd2ffd5ffd7ffd8	\xfeccfecffecdfecefecefecefecefecffecefecbfeccfecbfec9fec9fec6fec4fec4fec3fec1febffec0fec0fec0fec2fec2fec4fec7fec9fecafeccfecefecefecefecdfecdfecdfeccfecbfec9fec9fecafeccfecafec9fecafecafec9fec9fec9fec7	\xfe78fe7afe7bfe7cfe7bfe7afe7dfe7ffe80fe7dfe7bfe7afe78fe77fe77fe75fe73fe73fe74fe74fe75fe75fe75fe75fe76fe76fe75fe76fe76fe78fe78fe78fe79fe79fe79fe7afe7bfe7afe7bfe7cfe7bfe7cfe7efe7cfe7bfe79fe78fe77fe77fe77
246	4604	1411812385	\xffd8ffd9ffd8ffd8ffd6ffd5ffd5ffd4ffd3ffd2ffd2ffd3ffd4ffd4ffd4ffd3ffd3ffd3ffd4ffd4ffd3ffd3ffd3ffd4ffd3ffd3ffd4ffd4ffd4ffd4ffd4ffd4ffd4ffd3ffd2ffd0ffd2ffd1ffd1ffd0ffd1ffd2ffd3ffd6ffd4ffd5ffd5ffd8ffd6	\xfec5fec4fec4fec3fec6fec6fec5fec5fec8fec9fec9fec9fec8fec7fec8fec7fec7fec7fec9fec9fecafecbfecafecbfecafecafec9fec9fec9fecbfecafec9fecafecafec9fec7fec6fec2fec3fec3fec2fec3fec6fec5fec8fec8fec9fec7fec8	\xfe76fe76fe75fe76fe77fe77fe77fe77fe78fe7afe79fe78fe78fe79fe78fe79fe78fe77fe77fe78fe7afe7bfe7bfe7afe7afe7bfe7bfe7cfe7bfe7afe7afe7afe7afe79fe7afe76fe76fe76fe76fe75fe75fe76fe75fe76fe75fe75fe75fe75fe75
247	4604	1411812386	\xffd6ffd6ffd4ffd4ffd3ffd2ffd1ffd2ffd2ffd1ffd1ffd0ffd1ffd1ffd2ffd2ffd2ffd4ffd5ffd5ffd5ffd5ffd3ffd3ffd3ffd3ffd3ffd3ffd2ffd1ffd1ffd1ffd0ffd0ffd0ffcfffd0ffd1ffd4ffd4ffd5ffd2ffd3ffd5ffd5ffd5ffd3ffd3ffd4ffd5	\xfec7fec7fec9fec8fec9fec7fecafec9fecafec9fec8fec8fec8fecafec9fec9fec9fec8fec9fec8fec8fec7fec6fec7fec6fec7fec6fec8fec7fec7fec8fec9fec8fec7fec6fec6fec6fec6fec5fec4fec6fec7fec8fec8fec8fec9fec9fec9fec9fec9	\xfe75fe75fe76fe77fe78fe77fe79fe7bfe7dfe7dfe7dfe80fe80fe81fe81fe80fe7ffe7ffe7ffe7cfe7cfe7afe79fe78fe77fe75fe76fe77fe75fe75fe75fe75fe75fe76fe75fe74fe74fe74fe75fe75fe78fe78fe77fe79fe7bfe7dfe7dfe7efe7cfe7d
248	4604	1411812387	\xffd5ffd4ffd3ffd4ffd3ffd2ffd3ffd3ffd3ffd5ffd5ffd4ffd3ffd5ffd5ffd5ffd4ffd2ffd2ffd2ffd4ffd3ffd4ffd4ffd3ffd4ffd4ffd3ffd2ffd2ffd3ffd4ffd4ffd3ffd2ffd2ffd4ffd5ffd2ffd2ffd2ffd4ffd3ffd3ffd3ffd3ffd4ffd3ffd5	\xfec8fec8fec8fec7fec5fec5fec4fec2fec3fec2fec2fec3fec3fec1fec1fec3fec1fec0febffebefebffec0febdfebdfebffec1fec1fec3fec4fec3fec8fec9fec9fec9fecafec9fecafecafec9fec9fec8fec8fec8fec7fec6fec4fec4fec4fec4	\xfe7efe7ffe81fe7ffe7dfe7afe7bfe7afe78fe78fe77fe79fe78fe7afe79fe78fe77fe75fe73fe72fe73fe73fe73fe74fe75fe76fe79fe79fe7afe7bfe7cfe7afe7bfe7afe79fe7bfe7cfe7afe79fe7afe79fe7afe78fe75fe75fe74fe75fe75fe75
249	4604	1411812388	\xffd5ffd7ffd7ffd7ffd6ffd6ffd7ffd7ffd6ffd5ffd5ffd6ffd7ffd7ffd7ffd7ffd7ffd6ffd8ffd7ffd8ffd8ffd6ffd5ffd4ffd6ffd5ffd3ffd2ffd2ffd3ffd4ffd5ffd5ffd5ffd5ffd6ffd6ffd6ffd4ffd2ffd1ffd1ffd1ffd2ffd2ffd1ffd3ffd5ffd6	\xfec4fec3fec4fec2fec4fec4fec4fec3fec3fec4fec5fec7fec8fec9fec9fecafecafecbfecafec9fecbfeccfecefecffecffecdfecefecefecdfecafec9fec6fec6fec6fec7fec5fec4fec6fec6fec7fec6fec6fec6fec7fec7fec8fec9fecafecbfecc	\xfe75fe76fe77fe76fe77fe77fe76fe75fe76fe75fe77fe78fe79fe7afe7bfe7cfe7dfe7dfe7efe7efe7efe7efe7ffe7efe7efe7dfe7cfe7bfe7afe79fe76fe76fe76fe77fe77fe77fe77fe7bfe7cfe7dfe7bfe7cfe7cfe7bfe7cfe7bfe7afe7afe7cfe7b
250	4604	1411812389	\xffd6ffd7ffd6ffd5ffd6ffd5ffd4ffd4ffd4ffd6ffd7ffd8ffd7ffd6ffd6ffd7ffd4ffd3ffd2ffd3ffd4ffd4ffd5ffd4ffd6ffd7ffd8ffd9ffd9ffd9ffd8ffd8ffd8ffd6ffd6ffd4ffd1ffd1ffd2ffd3ffd2ffd2ffd1ffd2ffd2ffd2ffd3ffd2ffd1ffd2	\xfeccfecdfecdfecdfeccfeccfecbfecbfecafec9fec8fec7fec5fec2fec1febffebffec1fec1fec0febffec2fec2fec4fec4fec2fec1fec1fec3fec2fec2fec3fec3fec6fec8fec8fec9fec9fecafec9fec9fec9fec9fecbfecbfecbfecbfeccfeccfecb	\xfe7cfe7afe7bfe7bfe7cfe7cfe7cfe7cfe7dfe7efe7dfe7afe7afe79fe78fe78fe76fe77fe78fe78fe77fe75fe76fe75fe75fe74fe75fe75fe75fe77fe77fe77fe77fe77fe77fe77fe78fe78fe78fe78fe78fe7afe7bfe7afe79fe7bfe7afe7bfe7bfe7a
251	4604	1411812390	\xffd1ffd1ffd3ffd1ffd0ffceffcfffd0ffd0ffd1ffd1ffd1ffd1ffd3ffd3ffd2ffd3ffd3ffd2ffd3ffd4ffd5ffd4ffd4ffd4ffd1ffd3ffd2ffd2ffd1ffd1ffd0ffd0ffd0ffceffd0ffcfffcdffcdffccffccffceffcdffccffcdffceffcfffcfffceffce	\xfecafec8fec8fec8fec9fec9fecafec9fecafec9fec9fec9fec6fec8fec5fec6fec6fec7fec8fec7fec8fec7fec9fec9fec7fec9fec7fec9fecbfecbfeccfeccfeccfecafecbfec9fecafec8fec7fec7fec7fec7fec7fec8fec7fec6fec6fec8fec8fec9	\xfe7afe7bfe7afe7afe7cfe7afe7afe79fe79fe7afe7bfe79fe79fe7bfe7cfe7dfe7bfe7bfe7bfe7dfe7cfe7cfe7cfe7dfe7cfe7efe7ffe7ffe7efe7efe7ffe80fe7ffe7efe7efe7bfe7efe7dfe79fe78fe79fe7afe79fe7afe79fe7afe79fe79fe79fe77
252	4604	1411812391	\xffd0ffcfffcfffceffcdffcfffcfffd0ffd0ffd0ffd0ffd3ffd5ffd1ffd1ffd1ffd0ffd1ffd1ffd1ffcfffd1ffd3ffd2ffd3ffd2ffd2ffd2ffd3ffd1ffd1ffd3ffd5ffd5ffd5ffd5ffd6ffd9ffd9ffd7ffd7ffd7ffd8ffd8ffd7ffd5ffd5ffd6ffd7	\xfec9fec8fec8fec9fec9fec9fecafecafeccfecdfecefecdfecdfecefecdfeccfecbfec9fec7fec7fec6fec4fec3fec3fec3fec3fec4fec5fec4fec3fec4fec3fec2fec2fec2fec2fec2fec2fec1fec2fec1fec2fec2fec3fec5fec6fec8fec8fec9	\xfe78fe78fe78fe79fe7cfe7bfe7efe7dfe7efe7efe7dfe7efe7cfe7dfe7dfe7dfe7dfe7dfe7cfe7afe7afe7afe77fe77fe75fe74fe75fe78fe78fe77fe78fe78fe78fe7afe79fe76fe76fe76fe77fe7afe7afe7bfe7dfe7ffe81fe80fe81fe80fe80
253	4604	1411812392	\xffd7ffd6ffd6ffd6ffd6ffd6ffd5ffd3ffd1ffd2ffd2ffd1ffd1ffd0ffd3ffd3ffd4ffd5ffd4ffd7ffd6ffd7ffd5ffd7ffd8ffd6ffd7ffd6ffd8ffd7ffd6ffd4ffd3ffd3ffd1ffd1ffd1ffd1ffd0ffd1ffd1ffd2ffd3ffd1ffd0ffd1ffd3ffd3ffd1ffd1	\xfec8fec9fec9fec8fec8fec6fec7fec7fec6fec3fec1febffebcfebcfebcfebdfebefec1fec2fec3fec6fec6fec6fec5fec5fec4fec5fec6fec5fec5fec4fec6fec7fec5fec5fec5fec6fec7fec8fec6fec7fec7fec7fec5fec2fec0febefebefebcfebd	\xfe80fe7efe7efe7cfe7cfe79fe78fe77fe76fe76fe75fe75fe75fe76fe77fe7afe7afe7afe79fe79fe7bfe7afe77fe76fe75fe77fe78fe78fe78fe79fe7bfe7bfe7bfe7afe7afe7afe7afe7bfe7cfe7dfe7dfe7bfe7afe7afe78fe78fe75fe75fe73fe74
254	4604	1411812393	\xffd2ffd2ffd2ffd2ffd2ffd2ffd5ffd6ffd5ffd6ffd7ffd6ffd6ffd6ffd5ffd7ffd7ffd7ffd5ffd4ffd4ffd3ffd4ffd4ffd3ffd2ffd3ffd4ffd4ffd3ffd4ffd3ffd4ffd5ffd4ffd4ffd4ffd7ffd6ffd5ffd5ffd6ffd8ffd7ffd7ffd5ffd4ffd6ffd6	\xfebdfebdfebefebffec0febffebffec2fec2fec3fec3fec3fec4fec4fec6fec5fec6fec6fec7fec8fec8fec9fec9fec9fec7fec8fec8fec6fec5fec4fec2fec1fec1fec2fec2fec3fec3fec2fec4fec7fec7fec4fec6fec4fec4fec5fec4fec4fec4	\xfe74fe75fe75fe74fe76fe75fe76fe75fe75fe75fe76fe76fe75fe76fe79fe7afe7cfe7bfe7bfe7bfe7cfe7efe7cfe7efe7dfe7dfe7dfe7efe7cfe79fe78fe75fe75fe76fe76fe75fe76fe76fe75fe76fe77fe76fe76fe76fe77fe77fe78fe7afe78
255	4604	1411812394	\xffd5ffd4ffd4ffd5ffd6ffd7ffd7ffd6ffd5ffd6ffd6ffd5ffd2ffd2ffd1ffd1ffd0ffceffceffcdffcfffcfffceffceffd0ffd0ffd1ffd2ffd1ffd2ffd4ffd4ffd4ffd6ffd3ffd1ffd0ffd0ffcfffd0ffceffcdffcfffceffcfffceffcdffcdffceffce	\xfec6fec4fec8fec8fec9fec9fec9fec9fecafeccfecafeccfecbfec9fec7fec5fec6fec4fec3fec3fec1fec2fec4fec5fec6fec8fec8fec6fec8fec7fec6fec5fec5fec2fec5fec6fec6fec9fec9fecafec9fecafecbfeccfeccfecbfecdfecdfecdfecc	\xfe79fe7afe7afe7cfe7dfe7efe7efe80fe7ffe7ffe7ffe7dfe7cfe7bfe79fe77fe77fe76fe75fe76fe76fe75fe77fe75fe76fe77fe77fe77fe76fe78fe78fe79fe7bfe7bfe7bfe7dfe7efe7efe7efe7ffe7efe7efe7efe7dfe7cfe7cfe7efe7dfe7dfe7d
256	4604	1411812395	\xffcfffd1ffd1ffd2ffd3ffd2ffd2ffd2ffd2ffd1ffd1ffd1ffd0ffd1ffd2ffd1ffd0ffd1ffd1ffd1ffd1ffd1ffd0ffd1ffd0ffcfffceffcfffceffceffceffd0ffcfffd0ffd0ffd0ffd1ffd1ffd0ffceffceffcdffcdffcbffcdffcdffccffcbffcdffcf	\xfec9fec7fec7fec6fec4fec2fec2fec4fec3fec4fec5fec6fec8fecafec9fec9fecbfecbfec9fec8fec9fec9fec9fec9fec9fec9fecbfecafec7fec9fec9fec9fec8fec7fec8fec7fec8fec6fec5fec4fec4fec3fec3fec2fec2fec2fec3fec2fec3fec4	\xfe7bfe7afe7afe79fe77fe76fe77fe76fe77fe78fe77fe78fe78fe76fe75fe76fe74fe73fe74fe75fe75fe78fe7afe79fe7dfe7dfe7efe7ffe7ffe7ffe7ffe7dfe7efe80fe7ffe7dfe7bfe7cfe7bfe7bfe7afe79fe78fe77fe79fe79fe7afe7afe7afe79
257	4604	1411812396	\xffcfffceffcdffcaffcbffccffcbffccffcdffceffcfffd2ffd2ffd2ffd1ffd0ffd1ffd0ffceffcdffcdffceffcfffcfffcfffceffd0ffd0ffcfffd0ffd1ffd1ffcfffd0ffd0ffcfffd1ffd0ffd0ffd0ffd0ffd0ffcfffd0ffcfffcfffcdffcdffcf	\xfec5fec6fec5fec6fec5fec6fec4fec3fec0fec4fec4fec2fec3fec3fec5fec4fec6fec4fec6fec8fec8fec6fec3fec6fec4fec6fec3fec3fec4fec4fec6fec4fec4fec3fec3fec0fec0febffebffec2fec3fec2fec6fec9fec9feccfeccfecafec9	\xfe7afe7bfe7afe7afe79fe78fe78fe7afe77fe79fe7bfe7afe7cfe7efe7efe7dfe7efe7efe7dfe7cfe7afe78fe76fe75fe75fe73fe73fe72fe71fe71fe72fe72fe73fe74fe75fe77fe77fe78fe79fe7afe7afe7bfe7bfe7cfe7dfe7ffe81fe80fe7f
258	4604	1411812397	\xffd0ffd1ffd0ffd2ffd2ffd3ffd4ffd2ffd2ffd0ffceffcdffceffccffcdffccffccffceffd1ffd1ffd1ffd1ffd1ffd1ffd2ffd2ffd2ffd1ffd2ffd2ffd4ffd3ffd2ffd1ffd0ffcfffceffcdffceffcfffceffcfffcfffcfffd0ffd1ffd1ffd1ffd1ffd1	\xfecafec8fec9fec9fec9fec9feccfecdfecafec9fec8fec8fec7fec7fec5fec4fec4fec4fec5fec4fec4fec3fec2fec6fec6fec5fec4fec6fec8fec9fec8fec8fec9fecafeccfec9fec9fecafecafecafecafecbfecbfecafec9fec6fec5fec2fec3fec1	\xfe7dfe7afe78fe77fe76fe76fe75fe77fe76fe76fe78fe78fe78fe77fe77fe77fe79fe7afe79fe79fe78fe79fe78fe79fe78fe77fe77fe77fe77fe78fe7afe79fe79fe7bfe7bfe7dfe7efe7dfe7dfe7cfe7dfe7dfe7cfe7afe79fe78fe78fe78fe76fe75
