n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
2191	4604	1411814330	\xff6aff68ff68ff68ff68ff6bff6aff6aff6bff6bff6cff6bff6bff6aff6bff6aff6aff6cff6bff6cff6bff6aff68ff68ff69ff68ff68ff68ff67ff67ff68ff67ff65ff65ff64ff64ff64ff65ff65ff67ff68ff69ff68ff68ff69ff68ff68ff66ff66ff67	\xfe90fe8ffe90fe90fe91fe91fe90fe8ffe90fe8ffe8ffe8efe8dfe8dfe8ffe90fe8dfe8dfe8dfe8efe90fe90fe8efe8efe91fe91fe90fe90fe8ffe8efe8ffe8ffe8ffe90fe90fe90fe8ffe90fe8efe8ffe8dfe8dfe8dfe8dfe8efe8dfe8efe8efe8dfe8f	\xfe57fe57fe55fe56fe57fe56fe57fe59fe56fe54fe56fe56fe56fe56fe55fe56fe57fe57fe57fe56fe53fe52fe53fe51fe50fe4ffe50fe4ffe52fe53fe52fe53fe54fe55fe54fe55fe54fe54fe54fe54fe52fe53fe53fe52fe52fe53fe52fe53fe54fe52
2192	4604	1411814331	\xff69ff68ff69ff69ff6aff6bff6aff68ff68ff67ff66ff66ff65ff64ff64ff65ff66ff66ff68ff68ff69ff6aff6bff6aff69ff69ff68ff68ff68ff67ff65ff66ff66ff67ff69ff68ff68ff68ff69ff69ff67ff69ff68ff67ff66ff66ff68ff6bff6d	\xfe8ffe92fe91fe92fe93fe93fe94fe93fe94fe92fe93fe94fe94fe92fe93fe92fe92fe92fe90fe90fe90fe92fe92fe91fe90fe8ffe91fe8ffe8ffe8efe8ffe90fe92fe92fe92fe92fe92fe91fe91fe90fe90fe90fe90fe90fe90fe91fe91fe92fe91	\xfe51fe52fe54fe52fe53fe52fe52fe52fe53fe53fe51fe52fe53fe52fe52fe52fe52fe51fe53fe54fe54fe55fe54fe55fe56fe55fe54fe52fe53fe52fe52fe53fe53fe55fe55fe57fe56fe56fe55fe54fe53fe54fe55fe55fe55fe57fe59fe58fe58
2193	4604	1411814332	\xff6bff69ff69ff6bff6bff68ff67ff65ff66ff67ff69ff68ff69ff68ff68ff69ff69ff69ff67ff69ff6aff6bff6cff6cff6dff6fff70ff6cff6aff69ff68ff69ff67ff65ff64ff67ff69ff69ff69ff69ff6aff6bff6cff6aff6aff6aff6bff6bff69ff69	\xfe8ffe91fe90fe90fe90fe8ffe8ffe8ffe8ffe8dfe8dfe8dfe8cfe8cfe8efe8efe8ffe8efe8efe8ffe90fe90fe8efe8efe8dfe8ffe8dfe8dfe8dfe8cfe8dfe8dfe8dfe8cfe8dfe8dfe8efe8ffe8ffe8ffe8ffe92fe92fe92fe93fe91fe91fe91fe92fe91	\xfe59fe58fe57fe56fe54fe55fe55fe56fe55fe56fe55fe57fe58fe58fe57fe57fe58fe56fe56fe54fe52fe51fe53fe53fe53fe55fe53fe55fe56fe57fe57fe56fe54fe53fe54fe53fe53fe52fe51fe51fe53fe53fe55fe54fe53fe54fe53fe54fe53fe54
2194	4604	1411814333	\xff66ff67ff66ff66ff65ff65ff66ff67ff69ff68ff66ff67ff68ff69ff69ff69ff6aff6bff6cff68ff67ff67ff65ff65ff65ff66ff66ff68ff69ff69ff6aff68ff69ff68ff67ff68ff68ff67ff67ff67ff67ff67ff68ff67ff68ff68ff69ff6bff6bff6b	\xfe91fe91fe8ffe90fe90fe8ffe8dfe8dfe8dfe8efe8ffe90fe90fe90fe8ffe8ffe8ffe8dfe8dfe8dfe8cfe8cfe8dfe8cfe8bfe8cfe8bfe8afe8afe8bfe8dfe8efe8ffe90fe93fe93fe94fe94fe93fe91fe90fe90fe8dfe8dfe8dfe8dfe8dfe8efe8dfe8c	\xfe52fe54fe57fe56fe59fe59fe59fe58fe58fe57fe57fe58fe56fe57fe57fe59fe59fe59fe58fe56fe56fe56fe55fe53fe54fe54fe54fe56fe57fe56fe55fe58fe56fe56fe58fe55fe54fe53fe54fe52fe53fe52fe50fe51fe53fe53fe51fe52fe53fe53
2195	4604	1411814334	\xff6cff6bff69ff69ff67ff67ff67ff67ff68ff67ff69ff6aff6aff69ff6aff69ff67ff69ff66ff67ff67ff68ff68ff68ff69ff69ff6bff6bff6aff6aff6bff6bff6bff6bff6dff6dff71ff70ff6eff6fff6eff6eff6cff6bff6aff6bff6cff6dff6d	\xfe8efe8efe8efe8efe8ffe8ffe90fe92fe92fe91fe91fe8ffe8ffe8ffe90fe8ffe8dfe8efe8ffe90fe90fe91fe92fe91fe91fe91fe8efe8dfe8bfe8dfe8cfe8cfe8cfe8dfe8ffe92fe94fe92fe92fe92fe91fe91fe91fe8ffe8efe8ffe8efe8dfe8d	\xfe54fe54fe54fe54fe55fe54fe55fe56fe55fe55fe53fe54fe51fe51fe4ffe4efe4dfe4efe4efe4ffe50fe50fe50fe50fe4ffe4dfe4dfe4cfe4cfe4bfe4dfe4cfe4cfe4ffe4ffe51fe51fe52fe50fe4ffe4ffe4efe4efe4efe4dfe4dfe4efe51fe51
2196	4604	1411814335	\xff6eff6fff6fff6fff70ff70ff6fff70ff70ff6fff71ff71ff71ff70ff71ff71ff72ff73ff73ff73ff73ff74ff74ff73ff72ff74ff74ff74ff74ff75ff76ff77ff77ff77ff76ff75ff77ff77ff77ff79ff79ff78ff77ff77ff77ff77ff75ff75ff75ff75	\xfe8dfe8cfe8efe8dfe8ffe8efe8ffe91fe92fe95fe93fe94fe94fe95fe95fe94fe94fe93fe94fe95fe94fe93fe93fe92fe92fe94fe95fe96fe96fe99fe9afe9cfe9ffe9efe9efe9efe9ffe9ffea0fe9ffea0fea0fea0fea0fea1fea2fea3fea2fea1fea2	\xfe50fe50fe51fe52fe54fe54fe54fe53fe55fe56fe56fe56fe55fe56fe54fe54fe54fe55fe54fe54fe54fe55fe57fe59fe59fe59fe59fe5afe5afe5afe59fe5bfe5dfe5efe60fe61fe61fe63fe64fe63fe63fe65fe63fe64fe65fe64fe66fe67fe68fe66
2197	4604	1411814336	\xff76ff79ff7aff7aff7bff7bff7cff7eff7eff7eff7eff7eff80ff81ff82ff83ff85ff86ff88ff88ff88ff89ff8aff8cff8dff8eff8fff92ff94ff94ff95ff93ff93ff93ff92ff90ff8fff8fff8eff8fff90ff8fff90ff92ff94ff94ff95ff97ff98ff9a	\xfea5fea5fea4fea5fea2fea4fea4fea2fe9ffea0fe9ffea1fea4fea4fea4fea5fea6fea8fea9fea8fea9feaafeacfeadfeaffeb0feb2feb4feb7feb7feb7feb9feb9febafebafebafebafebbfebcfebafeb8feb6feb6feb6feb5feb3feb4feb5feb5feb7	\xfe68fe69fe69fe6cfe6bfe6dfe6dfe70fe71fe70fe71fe71fe71fe6ffe6efe6dfe6cfe6cfe6dfe69fe6afe6cfe6dfe6dfe6dfe6ffe6dfe6ffe6ffe6efe6efe6ffe6efe6efe70fe72fe74fe75fe77fe78fe7afe7afe79fe78fe77fe76fe76fe77fe77fe75
2198	4604	1411814337	\xff9bff9cff9cff9dff9dff9eff9eff9effa0ff9fffa0ffa0ffa0ff9fff9dff9dff9cff9cff9aff99ff98ff98ff99ff99ff99ff99ff9aff9bff9cff9cff9aff9aff99ff99ff9aff98ff96ff95ff95ff95ff93ff93ff91ff93ff93ff95ff94ff94ff94	\xfeb6feb5feb6feb8feb9feb7feb9febafebafebbfebafeb9feb9feb9feb9feb8feb7feb7feb7feb7feb5feb4feb2feb2feb1feb1feb1feb1feaefeaffeaefeaffeb1feb0feaefeaffeb1feb0feb1feaffeb0feb0feb1feb0feb0feb1feb2feb3feb2	\xfe75fe75fe75fe76fe75fe75fe74fe76fe76fe75fe75fe77fe78fe77fe78fe7afe7bfe7ffe80fe7efe7ffe81fe81fe80fe80fe7efe7dfe7cfe7dfe7dfe80fe81fe81fe84fe86fe89fe8afe8cfe8cfe8efe91fe93fe94fe96fe97fe99fe9bfe9afe9a
2199	4604	1411814338	\xff93ff94ff92ff93ff92ff92ff93ff93ff92ff91ff92ff91ff90ff8fff8dff8dff8cff8bff8aff89ff89ff88ff88ff85ff85ff86ff88ff87ff86ff87ff86ff86ff86ff84ff81ff80ff7fff7fff7fff7fff7dff7fff7fff7eff80ff7fff7fff7fff82ff83	\xfeb2feb1feb2feb4feb4feb3feb4feb5feb4feb6feb5feb4feb4feb6feb7feb7febafeb9feb8febafebafeb8feb8feb8feb6feb7feb8feb8febafebafebcfebdfebffec0fec1fec1fec1fec1febffebefebdfebdfebcfebcfebafebafebafebafeb9feba	\xfe9afe9bfe9cfe9dfe9efe9cfe9cfe9efea1fea2fea2fea3fea4fea5fea7fea7fea6fea7fea9feaafea9feaafeaafea9fea8fea6fea4fea3fea3fea2fea0fea1fea0fe9ffe9efe9efe9ffe9ffea1fea1fea1fea3fea3fea2fea1fea2fea1fea0fea0fe9f
2200	4604	1411814339	\xff85ff88ff88ff89ff8bff8cff8bff8aff89ff89ff89ff88ff88ff89ff89ff8aff8dff8fff8fff92ff91ff91ff92ff95ff94ff94ff94ff92ff93ff92ff91ff8eff8cff8bff8cff8dff8bff89ff88ff89ff89ff89ff88ff88ff89ff8aff8cff8dff8e	\xfeb9feb8feb9feb7feb7feb7feb9feb6feb7feb6feb8febafeb8feb9feb7feb7feb7feb8feb4feb3feb1feb0feb0feb0feaffeaefeb0feb1feb3feb3feb4feb6feb5feb6feb5feb3feb1feb2feb0feaefeadfeaefeaefeb1feb2feb2feb5feb6feb9	\xfea0fea1fea0fe9ffe9ffea0fea1fea3fea3fea3fea5fea6fea7fea9fea9fea9fea9fea9fea9fea7fea7fea7fea8fea5fea6fea6fea7fea7fea9fea8fea9feabfeabfeabfeacfeaffeaffeb1feb1feb2feb3feb5feb4feb3feb3feb3feb3feb5feb6
2201	4604	1411814340	\xff8fff8fff90ff8dff8dff8aff87ff87ff85ff84ff81ff82ff82ff82ff84ff82ff82ff83ff84ff85ff84ff85ff84ff86ff84ff82ff81ff7eff7dff7bff7aff78ff79ff79ff79ff7aff7bff7cff7cff7dff7dff7cff7dff7dff7dff7dff7cff79ff77ff77	\xfebafebbfebbfebcfebcfebdfec0febefebefebefec0fec1fec3fec2fec2fec6fec8fec9feccfed0fed3fed5fed7fedafeddfee0fee1fee0fedefedffee0fee1fee0fedefeddfeddfee0fee1fedffedffee1fee3fee5fee6fee7fee7feeafee7fee6fee5	\xfeb5feb7feb9febafebafebbfebcfebdfebcfebdfebdfebdfebffebffebefebefebffebefebcfebcfeb8feb7feb4feb2feb0feaffeaffeadfeaefeadfeabfeabfeaafea9fea7fea4fea3fe9efe9cfe99fe95fe93fe8ffe8dfe8bfe8cfe8afe89fe89fe88
2202	4604	1411814341	\xff76ff74ff75ff75ff75ff76ff79ff79ff7bff7dff7dff7eff81ff81ff81ff81ff82ff7eff7dff7dff7cff7dff7cff7dff7cff7eff7fff7fff7eff7fff7eff7eff7eff7eff7dff7dff7dff7cff7dff7dff7bff7bff7bff7cff7dff7fff80ff82ff85ff87	\xfee4fee4fee2fee1fedefedefedbfedcfedafed9fed8fed7fedafed7fed7fed6fed5fed2fed1fecefecafecdfecbfec9fec9fecafecafecbfeccfecafecdfeccfeccfecdfeccfeccfecafecbfecbfeccfecdfecbfeccfecbfecbfec9fec9fec9fec9fecb	\xfe86fe86fe83fe80fe7ffe7efe7bfe7afe7afe79fe7afe7bfe7cfe7dfe7efe7efe7dfe7efe7dfe7cfe7bfe7bfe7cfe7afe7afe79fe7afe7bfe7bfe79fe78fe79fe7afe7afe7bfe7afe79fe7afe78fe76fe76fe75fe73fe73fe72fe71fe70fe71fe6ffe6e
2203	4604	1411814342	\xff89ff89ff89ff89ff89ff8aff8bff8dff8fff93ff96ff99ff9cff9fffa2ffa5ffa5ffa6ffa5ffa5ffa5ffa5ffa5ffa5ffa8ffa9ffabffacffadffacffacffacffaaffa9ffa8ffa7ffa5ffa4ffa2ffa1ffa0ff9fff9dff9eff9eff9eff9dff9eff9f	\xfeccfeccfeccfeccfecafec9fec6fec3fec0febefebdfebbfebcfebafebafeb9feb9feb8feb7feb7feb6feb5feb2feb1feb1feb2feb1feb0feaefeaefeaffeb1feb1feb0feb1feb1feb4feb6feb9febafebdfebdfec1fec3fec3fec6fec6fec6fec7	\xfe6efe6dfe6dfe6efe70fe6ffe71fe71fe71fe70fe6ffe6efe6cfe6bfe6afe6cfe6cfe6efe71fe72fe75fe76fe78fe7afe7cfe7dfe80fe83fe83fe84fe86fe86fe87fe89fe89fe89fe8bfe8cfe8cfe8bfe8cfe8afe89fe88fe88fe84fe82fe81fe7e
2204	4604	1411814343	\xff9fffa0ff9fff9fff9eff9eff9dff9bff9cff9bff9cff9dff9dff9effa0ffa1ffa0ffa1ffa2ffa2ffa3ffa2ffa1ffa1ffa1ffa1ff9fff9dff9cff9eff9fffa0ffa1ffa1ffa1ffa1ffa0ff9dff99ff97ff94ff92ff91ff8eff8dff8cff8dff8cff8cff8b	\xfec9fecafecbfecbfecbfecbfecafecbfecbfec9fec9fec8fec7fec6fec3febffebbfeb8feb5feb1feaefeaafea9fea8fea6fea5fea6fea8fea9feabfeacfeacfeadfeadfeaafea9fea5fea1fe9ffe9bfe9afe97fe97fe93fe96fe96fe96fe98fe99fe99	\xfe7dfe7afe79fe77fe77fe75fe74fe73fe72fe71fe6efe6cfe69fe69fe66fe64fe64fe64fe65fe67fe69fe6efe73fe77fe7bfe7ffe83fe87fe89fe8afe8bfe8bfe89fe89fe8afe88fe88fe8afe8cfe8efe92fe96fe98fe9bfe9efea1fea5fea8fea9feab
2205	4604	1411814344	\xff8dff8fff92ff92ff92ff93ff92ff92ff8fff8fff8fff92ff91ff92ff95ff96ff97ff98ff9aff99ff9bff9cff9bff9cff9dff9dff9cff9eff9fffa1ffa3ffa4ffa5ffa6ffa6ffa5ffa3ffa2ffa0ff9eff9dff9dff9dff9fffa1ffa2ffa2ffa3ffa3ffa3	\xfe9bfe9efe9ffea2fea4fea5fea6fea6fea7fea7fea9fea9fea9fea9feacfeadfeaffeb1feb1feb2feb3feb7feb7feb9febafebbfebbfebdfebffec0fec2fec2fec3fec5fec6fec6fec7fec6fec4fec5fec5fec4fec2fec2febffebffebffebefebefec0	\xfeabfeaffeb1feb1feb3feb1feb3feb3feb3feb2feb1feb3feb2feb2feb1feb0feb1feb1feb4feb3feb3feb5feb6feb8febafeb8feb6feb6feb6feb4feb4feb3feb1feb0feaffeadfeaafeaafea9fea9fea8fea9fea8feaafea9fea8fea9fea9fea9feaa
2206	4604	1411814345	\xffa3ffa2ffa0ff9eff9eff9eff9fff9fff9effa0ffa1ffa2ffa2ffa2ffa1ffa1ff9fff9eff9eff9dff9cff9cff9cff9cff9cff9dff9dff9cff9bff9bff9aff99ff98ff98ff95ff96ff97ff97ff97ff99ff9aff99ff9aff98ff98ff9bff9cff9cff9d	\xfec1fec0fec1fec2fec3fec4fec4fec3fec4fec5fec8fecafecafecbfecdfecffed1fed2fed3fed3fed7fed9fedbfeddfedffee2fee2fee2fee2fee1fedffeddfedbfed8fed6fed5fed2fed1fecffecefecdfecbfecbfecafec9fec9fecafecafecc	\xfeadfeaefeaffeaefeaffeaffeaffeaffeadfeacfeaafeabfeaafeacfeaafeaafeaafea8fea7fea5fea5fea1fe9ffe9bfe98fe93fe92fe90fe8cfe89fe87fe84fe82fe81fe7efe7bfe7afe79fe77fe79fe7afe7bfe7efe80fe80fe81fe83fe83fe83
2207	4604	1411814346	\xff9effa0ffa2ffa2ffa1ffa2ffa1ffa4ffa5ffa4ffa3ffa4ffa6ffa8ffabffa9ffa8ffa8ffa8ffa7ffa5ffa3ffa1ffa1ffa1ffa1ffa1ffa2ffa0ff9cff9aff98ff96ff94ff92ff90ff90ff94ff93ff95ff94ff92ff91ff8eff8dff8bff8cff8aff8aff8c	\xfecdfecefed1fed4fed5fed7fed9fed8fed9fedafed9fed7fed6fed2fed2fed2fecffeccfec8fec4fec1febefebafeb5feb2feb1feb0feb0feaffeaffeadfeadfeadfeacfeabfeadfeabfeacfeaefeaefeb0feb1feb3feb2feb5feb4feb6feb8feb6feb6	\xfe84fe81fe81fe81fe7ffe7bfe78fe75fe72fe70fe6cfe68fe64fe61fe5efe5bfe59fe58fe58fe58fe5afe5bfe5cfe5dfe5ffe62fe63fe67fe69fe6efe70fe75fe77fe7bfe7efe80fe80fe81fe83fe84fe85fe85fe87fe89fe8bfe8cfe8dfe8ffe91fe92
2208	4604	1411814347	\xff8eff8fff90ff8eff8fff8fff8fff8eff8cff8eff8dff8eff8dff8dff8cff8cff8eff8bff8cff8cff8eff8eff8fff91ff92ff95ff95ff94ff93ff95ff95ff96ff98ff98ff9aff9dff9dff9dffa1ffa1ffa1ffa1ffa1ffa5ffa7ffaaffa9ffacffadffab	\xfeb7feb7feb8feb9feb8feb9feb8feb9febafebbfebafebcfebffec1fec5fec7fec8fec9feccfed0fed2fed3fed4fed5fed8fedafedcfed9fed8fed9fed9fed9fed6fed7fed7fed8fed8fed7fed8fed6fed8fed5fed4fed3fed3fed1fed0fecefeccfecb	\xfe91fe90fe92fe92fe94fe94fe95fe96fe98fe9afe9afe9dfe9bfe9efe9dfe9efea0fea1fea1fea0fea2fe9ffe9cfe9afe99fe97fe95fe93fe91fe90fe90fe8ffe8dfe8cfe8afe88fe87fe86fe85fe83fe82fe82fe81fe80fe7efe7efe80fe81fe81fe81
2209	4604	1411814348	\xffadffadffadffadffafffafffb1ffb6ffb6ffb6ffb7ffb7ffb8ffb8ffb7ffb8ffb8ffb8ffb9ffb9ffb9ffb9ffb8ffb6ffb6ffb3ffb2ffb0ffaeffadffabffa9ffa6ffa5ffa2ffa2ffa2ffa2ffa1ffa1ffa3ffa4ffa3ffa1ffa1ffa1ffa4ffa5ffa6	\xfec9fec6fec4fec4fec4fec2fec4fec4fec4fec4fec4fec3fec1fec0febefebcfebbfebafeb9feb8feb6feb4feb3feb3feb2feb2feb1feaffeaffeb1feb0feaefeaefeadfeaffeb0feb0feb0feb3feb6feb7febafeb9febcfebdfebffebffec2fec4	\xfe80fe83fe83fe83fe82fe82fe83fe83fe85fe85fe85fe86fe86fe88fe88fe89fe8afe8dfe8dfe90fe92fe91fe92fe94fe95fe96fe97fe98fe9bfe9ffea4fea5fea8feaafeadfeadfeaefeaffeaefeb0feb0feaffeaefeadfeabfeaafea8fea4fea1
2210	4604	1411814349	\xffa5ffa6ffa5ffa4ffa5ffa3ffa2ffa1ffa4ffa5ffa7ffa5ffa5ffa3ffa4ffa1ff9fff9dff9cff9dff9cff99ff97ff97ff93ff91ff8eff8bff8bff8cff8bff8aff8bff89ff89ff89ff86ff85ff83ff83ff84ff87ff88ff87ff87ff86ff87ff87ff83ff80	\xfec5fecafecafecbfecafecafec8fec8fec6fec4fec4fec2fec0febffebffebffebffebefebcfebbfebcfebcfebcfebafeb9feb9feb9feb9feb9feb9febafebcfebffec0fec2fec5fec8fecafecafecbfeccfecefecffecffecffed0fed0fed0fed1fed0	\xfe9ffe9dfe9bfe99fe95fe95fe92fe90fe8efe8cfe8bfe8bfe8afe88fe88fe87fe86fe87fe86fe84fe84fe86fe88fe89fe8cfe8cfe8ffe93fe95fe95fe96fe99fe99fe9afe99fe98fe99fe99fe97fe93fe93fe92fe91fe91fe8ffe8cfe8bfe8bfe8afe88
2211	4604	1411814350	\xff7fff81ff83ff81ff7fff7dff7bff7aff79ff77ff75ff78ff76ff77ff78ff77ff75ff74ff73ff74ff77ff77ff7aff7bff7dff7eff80ff80ff80ff82ff84ff88ff89ff8dff8dff8fff91ff93ff93ff93ff95ff95ff97ff98ff97ff99ff9bff9bff9eff9e	\xfed0fed1fed2fed3fed4fed2fed2fed0fecefeccfeccfecbfecafecafec9fec9fec9fec9fec7fec6fec5fec4fec4fec5fec5fec4fec5fec4fec3fec4fec2fec1fec1fec0febefebefebdfebcfebcfeb9feb8feb7feb7feb8feb8feb8feb9febafebbfebd	\xfe85fe83fe85fe87fe86fe86fe87fe88fe89fe8afe8afe8bfe8dfe8ffe91fe94fe98fe9bfe9efea0fea3fea4fea8feaafeabfeacfeadfeaefeaffeb1feaefeaefeadfeadfeacfeadfeaefeb0feb2feb2feb2feb4feb6feb7feb6feb6feb8febbfebefec0
2212	4604	1411814351	\xffa0ffa1ffa2ffa2ffa2ffa1ffa1ff9fff9fff9fffa0ffa0ff9fff9fff9fffa1ff9fff9fff9eff9effa0ffa2ffa1ff9fffa0ffa0ffa0ff9eff9cff9bff9bff9bff99ff96ff95ff97ff97ff95ff95ff94ff95ff93ff91ff8eff8cff89ff86ff84ff82	\xfebffebefec0fec1fec3fec5fec6fec6fec6fec8fec8fec9fecbfecafec9fec9fec9fec9fec9fec9fec7fecafecbfecbfeccfeccfeccfecafec9fec5fec4fec1febffebcfeb9feb8feb7feb6feb4feb4feb3feb4feb4feb4feb4feb4feb4feb4feb4	\xfec3fec5fec8fec8fec8fec7fec7fec4fec3fec2febffebdfebbfebbfeb9feb8feb3feaffeaffeadfeacfea8fea7fea5fea5fea5fea3fea3fea2fea1fea0fea0fea0fea0fea0fea0fea2fea3fea3fea5fea6fea7feaafeacfeadfeb0feb3feb4feb3
2213	4604	1411814352	\xff82ff81ff80ff7dff7dff7eff7dff7dff7dff7eff7eff7fff7fff80ff82ff82ff82ff80ff7eff81ff82ff83ff83ff84ff85ff86ff88ff88ff87ff88ff87ff86ff84ff83ff83ff81ff80ff7fff80ff80ff80ff7eff7dff7bff7bff7aff78ff76ff76ff77	\xfeb6feb7feb7feb6feb7feb8febafebbfebcfebdfebffec1fec2fec4fec5fec6fec6fec8fecafecbfecdfecdfecdfeccfecdfecdfeccfeccfeccfecbfecafecafecafec9fec9fec9fec6fec6fec7fec9fecafec9fec8fec7fec8fec7fec7fec6fec5fec5	\xfeb3feb1feb1feaffeadfeaafeaafeabfea9feaafea9fea9fea9feaafeaafeabfeaafea7fea7fea4fea2fea0fe9cfe98fe96fe94fe93fe92fe90fe8efe8dfe8dfe8dfe8dfe8dfe8bfe8cfe8bfe8bfe89fe86fe84fe81fe81fe7cfe79fe78fe77fe76fe75
2214	4604	1411814353	\xff77ff78ff77ff75ff73ff74ff73ff71ff6fff70ff6eff6dff6fff6dff6cff6dff6eff6bff6bff6aff69ff69ff6aff69ff68ff6aff6bff6cff6dff6cff6dff6dff6fff6fff70ff71ff71ff72ff71ff72ff71ff70ff6dff6dff6dff6eff6eff6cff6bff6a	\xfec4fec4fec3fec2febefebcfeb8feb5feb4feb4feb1feb1feb1feb0feb1feaffeaffeaefeacfeabfeabfeabfea9fea9fea8fea6fea8fea7fea6fea6fea7fea9feabfeaefeb0feb1feb4feb9febcfebffec4fec7fec8fecbfecffed0fed3fed3fed0fed1	\xfe75fe74fe75fe77fe75fe76fe76fe77fe76fe76fe76fe76fe76fe77fe77fe77fe79fe7cfe7dfe7dfe7dfe7efe81fe84fe85fe86fe8afe8efe96fe9afea0fea2fea6fea9feadfeaefeaffeb0feb0feb1feb0feaffeacfea9fea5fea1fe9ffe9dfe9bfe99
2215	4604	1411814354	\xff6aff69ff66ff64ff62ff63ff61ff60ff60ff5fff5fff60ff60ff60ff62ff63ff65ff65ff65ff65ff66ff67ff67ff69ff6bff6dff6fff71ff71ff72ff74ff75ff76ff77ff78ff7aff7cff7cff7cff7fff7fff7fff80ff81ff83ff85ff89ff8aff8d	\xfed3fed1fecefecdfecbfecafecafec9fec7fec6fec4fec3fec2fec0fec1fec1fec3fec4fec7fec7fec9fec9fec8fec6fec5fec5fec4fec3fec1fec1fec1fec1fec1fec0febffebffebffec0fec0fec0fec3fec6fec7fec6fec8fec8fecafec9fec7	\xfe98fe98fe97fe96fe95fe94fe93fe92fe92fe91fe90fe8efe8efe8efe8efe8dfe8cfe8cfe8dfe8efe8dfe8dfe8cfe8cfe8afe88fe86fe85fe87fe86fe87fe87fe87fe89fe8cfe8cfe8cfe8bfe8cfe8afe8cfe8bfe8bfe8afe89fe89fe87fe8afe8a
2216	4604	1411814355	\xff8eff91ff93ff94ff94ff93ff95ff94ff95ff95ff95ff95ff96ff97ff96ff97ff98ff99ff98ff98ff99ff97ff97ff98ff97ff97ff97ff98ff97ff97ff97ff94ff93ff93ff93ff91ff91ff91ff90ff91ff8eff8dff8bff8bff89ff89ff88ff87ff87ff85	\xfec3fec3fec3fec2fec1febffec0febffebefebdfebefebdfebdfec0fec0fec0febffec0fec0fec1febffebcfebafeb8febafeb7feb7feb8feb7feb8feb8febafebbfebcfebcfebcfebefec0fec3fec4fec3fec4fec6fec5fec3fec2fec2fec3fec4fec3	\xfe8bfe8bfe8efe91fe94fe97fe97fe99fe9bfe9dfe9efe9bfe9bfe99fe99fe9afe99fe99fe98fe99fe9afe9cfe9cfe9afe9bfe9bfe9bfe9cfe9cfe9dfe9efea1fea2fea3fea5fea5fea6fea7fea7fea7fea6fea7fea5fea6fea6fea5fea4fea4fea5fea4
2217	4604	1411814356	\xff84ff83ff82ff81ff80ff80ff81ff83ff83ff84ff82ff81ff7fff7dff79ff77ff76ff74ff74ff75ff75ff76ff79ff79ff78ff78ff78ff78ff79ff78ff79ff7bff7dff7dff7eff7dff7dff7dff7cff7cff7eff7fff7fff81ff83ff85ff84ff84ff83ff82	\xfec4fec2fec4fec3fec3febffebefebdfebdfebdfebbfebbfebbfebcfebafebafeb9febafebcfebdfebdfec1fec3fec6fec9fecbfecdfed0fed3fed3fed5fed7fed7fed7fed7fed7fed6fed7fed6fed5fed4fed4fed3fed2fed3fed3fed3fed2fed3fed4	\xfea4fea3fea1fea1fea3fea2fea2fea4fea5fea7feabfeaefeb0feb4feb8febbfebefec0fec3fec4fec5fec6fec5fec5fec5fec6fec4fec3fec3fec2fec0febdfebafeb7feb7feb6feb4feb2feb1feb0feaffeaefeadfeadfeacfeabfeaafeacfeacfeac
2218	4604	1411814357	\xff83ff82ff81ff80ff82ff84ff85ff86ff88ff8aff8cff8dff8bff8bff8bff8aff88ff86ff85ff83ff84ff83ff82ff83ff82ff82ff82ff83ff85ff83ff83ff80ff80ff82ff83ff80ff7cff7bff7bff7dff7dff7dff7aff7cff7fff7eff7eff7dff7d	\xfed4fed3fed2fed0fecffecffecefecdfecefed0fecffed2fed2fed3fed3fed2fed2fecffecdfecafec9fec8fec8fec7fec5fec7fec7fec7fec6fec5fec3fec4fec3fec1fec1fec0febefebffebffebffec0fec1febffec1fec2fec2fec2fec0fec0	\xfeabfeaafeaafeaafeabfea9fea8fea7fea6fea6fea5fea4fea1fea1fe9ffe9efe9dfe9cfe9bfe99fe98fe96fe96fe95fe95fe95fe96fe98fe98fe97fe97fe99fe98fe99fe97fe96fe97fe96fe97fe94fe96fe95fe97fe97fe98fe9afe9afe9dfe9d
2219	4604	1411814358	\xff7bff79ff77ff75ff75ff72ff73ff72ff72ff72ff72ff73ff74ff75ff75ff74ff74ff75ff74ff74ff74ff72ff71ff72ff73ff72ff73ff73ff73ff75ff74ff75ff72ff72ff71ff71ff70ff70ff70ff6fff6fff70ff70ff70ff6dff6eff6cff6bff6bff69	\xfebffebefebdfebdfebefebdfebefebdfebefebdfebcfebcfebafebbfeb8febbfebafebafebcfebdfebdfebdfebefebefebdfebdfeb9feb9feb9feb9feb8feb6feb6feb6feb8feb8feb7feb8feb8feb8febafebcfebbfebbfebdfebcfebdfebefebdfebe	\xfe9efe9efea1fea2fea4fea5fea5fea5fea5fea6fea4fea5fea2fea3fea3fea1fea2fea2fea4fea4fea5fea6fea7fea8fea8fea7fea6fea5fea7fea6fea5fea8fea7fea7fea9feaafea8fea7fea8fea7fea7fea8fea7fea5fea8fea9fea8fea8fea7fea7
